Iteration	Posterior	Likelihood	Prior	alpha_morpho	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
94000	-1267.982	-1248.139	-19.84316	1.078133e+07	0.999613	0.999901	1.0001	1.00039	4.570884
94010	-1264.138	-1242.462	-21.67589	5.362272e+07	0.999826	0.999956	1.00004	1.00017	4.754156
94020	-1273.007	-1251.968	-21.03835	848904	0.998621	0.999647	1.00035	1.00138	4.690402
94030	-1264.501	-1245.629	-18.87228	2.578899e+07	0.99975	0.999936	1.00006	1.00025	4.473796
94040	-1262.204	-1244.984	-17.21966	9.152483e+07	0.999867	0.999966	1.00003	1.00013	4.308533
94050	-1271.484	-1247.317	-24.1678	6.435507e+07	0.999841	0.99996	1.00004	1.00016	5.003348
94060	-1267.688	-1244.47	-23.21822	8.464045e+07	0.999862	0.999965	1.00003	1.00014	4.90839
94070	-1269.173	-1249.598	-19.57465	9.687345e+07	0.999871	0.999966	1.00003	1.00013	4.544032
94080	-1257.918	-1241.791	-16.12681	7.763586e+07	0.999856	0.999964	1.00004	1.00014	4.199249
94090	-1263.569	-1243.282	-20.28674	3.334722e+07	0.99978	0.999944	1.00006	1.00022	4.615241
94100	-1258.473	-1236.56	-21.91283	3.392828e+07	0.999782	0.999945	1.00006	1.00022	4.777851
94110	-1263.507	-1246.557	-16.94979	7.144075e+07	0.999849	0.999962	1.00004	1.00015	4.281547
94120	-1257.651	-1242.61	-15.04094	3.613076e+07	0.999788	0.999946	1.00005	1.00021	4.090662
94130	-1262.719	-1244.982	-17.73631	9.178911e+07	0.999867	0.999966	1.00003	1.00013	4.360199
94140	-1258.972	-1238.391	-20.58093	5.002245e+07	0.99982	0.999954	1.00005	1.00018	4.644661
94150	-1260.04	-1243.425	-16.6157	2.053904e+07	0.99972	0.999928	1.00007	1.00028	4.248137
94160	-1260.895	-1241.302	-19.59278	2.746277e+07	0.999757	0.999938	1.00006	1.00024	4.545846
94170	-1268.278	-1249.086	-19.19174	9.172862e+07	0.999868	0.999966	1.00003	1.00013	4.505742
94180	-1257.901	-1235.44	-22.46028	9.91731e+07	0.999872	0.999968	1.00003	1.00013	4.832596
94190	-1270.942	-1245.305	-25.63665	246806	0.997443	0.999345	1.00065	1.00256	5.150233
94200	-1271.451	-1247.102	-24.34898	7.105815e+07	0.99985	0.999961	1.00004	1.00015	5.021466
94210	-1263.961	-1241.034	-22.92753	4.316134e+07	0.999807	0.999951	1.00005	1.00019	4.879321
94220	-1260.277	-1239.492	-20.7844	8.00047e+07	0.999858	0.999964	1.00004	1.00014	4.665008
94230	-1256.697	-1234.039	-22.65764	8.220096e+07	0.999859	0.999964	1.00004	1.00014	4.852332
94240	-1266.206	-1246.589	-19.61742	8491540	0.999564	0.999889	1.00011	1.00044	4.54831
94250	-1258.208	-1235.183	-23.02529	2.018196e+07	0.999717	0.999928	1.00007	1.00028	4.889096
94260	-1267.328	-1243.987	-23.34111	7.236956e+07	0.99985	0.999962	1.00004	1.00015	4.920679
94270	-1257.582	-1236.654	-20.92807	2.498648e+07	0.999746	0.999935	1.00006	1.00025	4.679375
94280	-1259.857	-1237.015	-22.84205	1.182971e+07	0.99963	0.999906	1.00009	1.00037	4.870773
94290	-1263.61	-1241.561	-22.04912	2.017161e+07	0.999717	0.999928	1.00007	1.00028	4.79148
94300	-1246.862	-1234.028	-12.83352	1.869516e+07	0.999706	0.999925	1.00007	1.00029	3.86992
94310	-1266.757	-1247.236	-19.52019	6.317593e+07	0.99984	0.999959	1.00004	1.00016	4.538586
94320	-1252.487	-1232.92	-19.56728	4.36349e+07	0.999808	0.999951	1.00005	1.00019	4.543296
94330	-1260.75	-1239.031	-21.71903	4.084353e+07	0.999801	0.999949	1.00005	1.0002	4.758471
94340	-1255.576	-1229.664	-25.91242	8.678623e+07	0.999864	0.999966	1.00003	1.00014	5.17781
94350	-1254.745	-1233.902	-20.84265	9.367889e+07	0.999868	0.999966	1.00003	1.00013	4.670832
94360	-1251.268	-1234.67	-16.59727	7.429462e+07	0.999853	0.999962	1.00004	1.00015	4.246295
94370	-1253.809	-1233.605	-20.20445	4.236299e+07	0.999805	0.99995	1.00005	1.0002	4.607013
94380	-1259.311	-1243.036	-16.27496	3.057677e+07	0.99977	0.999941	1.00006	1.00023	4.214064
94390	-1271.627	-1248.269	-23.35808	3.023439e+07	0.999769	0.999941	1.00006	1.00023	4.922376
94400	-1261.409	-1240.648	-20.7613	2.91243e+07	0.999765	0.99994	1.00006	1.00024	4.662697
94410	-1249.998	-1235.322	-14.67586	5.135587e+07	0.999823	0.999955	1.00005	1.00018	4.054154
94420	-1254.607	-1234.345	-20.26181	4.563136e+07	0.999812	0.999952	1.00005	1.00019	4.612749
94430	-1253.629	-1239.6	-14.02942	4.161019e+07	0.999803	0.999949	1.00005	1.0002	3.98951
94440	-1252.157	-1236.844	-15.31343	6.915677e+07	0.999847	0.99996	1.00004	1.00015	4.117911
94450	-1261.766	-1241.057	-20.70906	4.675117e+07	0.999814	0.999953	1.00005	1.00019	4.657473
94460	-1256.038	-1236.458	-19.58078	6.991487e+07	0.999848	0.999961	1.00004	1.00015	4.544646
94470	-1262.597	-1241.135	-21.4621	4.010816e+07	0.999799	0.999949	1.00005	1.0002	4.732777
94480	-1253.488	-1234.366	-19.12243	8.552063e+07	0.999862	0.999965	1.00004	1.00014	4.498811
94490	-1255.938	-1236.551	-19.38674	9.782327e+07	0.999871	0.999968	1.00003	1.00013	4.525242
94500	-1271.811	-1252.486	-19.32477	2.273781e+07	0.999733	0.999932	1.00007	1.00027	4.519045
94510	-1271.286	-1251.441	-19.84474	7.690351e+07	0.999855	0.999963	1.00004	1.00014	4.571042
94520	-1272.581	-1253.415	-19.16644	4.885577e+07	0.999818	0.999954	1.00005	1.00018	4.503211
94530	-1269.662	-1249.613	-20.04822	7.646306e+07	0.999855	0.999963	1.00004	1.00015	4.59139
94540	-1260.278	-1242.206	-18.07212	9.912143e+07	0.999872	0.999967	1.00003	1.00013	4.39378
94550	-1275.135	-1260.314	-14.8207	1.933782e+07	0.999711	0.999926	1.00007	1.00029	4.068637
94560	-1268.685	-1250.406	-18.27857	9.987632e+07	0.999872	0.999967	1.00003	1.00013	4.414425
94570	-1286.364	-1262.209	-24.15556	4.442598e+07	0.999809	0.999951	1.00005	1.00019	5.002124
94580	-1267.755	-1248.789	-18.96625	5.75045e+07	0.999832	0.999957	1.00004	1.00017	4.483193
94590	-1270.864	-1250.67	-20.1942	6.54841e+07	0.999843	0.99996	1.00004	1.00016	4.605988
94600	-1268.337	-1250.778	-17.55978	8.770878e+07	0.999864	0.999966	1.00003	1.00014	4.342546
94610	-1257.688	-1240.641	-17.047	1.602971e+07	0.999683	0.999919	1.00008	1.00032	4.291268
94620	-1271.502	-1254.478	-17.02341	3.230213e+07	0.999776	0.999943	1.00006	1.00022	4.288909
94630	-1269.139	-1251.094	-18.04525	4125708	0.999374	0.99984	1.00016	1.00063	4.391092
94640	-1270.395	-1246.634	-23.76107	2181111	0.999139	0.99978	1.00022	1.00086	4.962674
94650	-1274.222	-1255.582	-18.64052	7.145784e+07	0.99985	0.999961	1.00004	1.00015	4.45062
94660	-1278.176	-1257.193	-20.98344	9.621067e+07	0.999871	0.999967	1.00003	1.00013	4.684912
94670	-1272.459	-1255.478	-16.98118	5.213254e+07	0.999824	0.999955	1.00005	1.00018	4.284686
94680	-1254.583	-1236.785	-17.79748	5.722379e+07	0.999832	0.999957	1.00004	1.00017	4.366316
94690	-1256.3	-1237.694	-18.60678	8.323782e+07	0.999861	0.999964	1.00004	1.00014	4.447245
94700	-1250.198	-1233.189	-17.00959	3.128583e+07	0.999773	0.999942	1.00006	1.00023	4.287526
94710	-1264.167	-1242.459	-21.70747	7.634318e+07	0.999855	0.999963	1.00004	1.00015	4.757314
94720	-1253.471	-1231.45	-22.02113	6.162318e+07	0.999838	0.999959	1.00004	1.00016	4.788681
94730	-1260.004	-1240.252	-19.75133	9.148692e+07	0.999867	0.999966	1.00003	1.00013	4.5617
94740	-1255.912	-1238.708	-17.20415	3.573843e+07	0.999788	0.999946	1.00005	1.00021	4.306983
94750	-1259.982	-1239.643	-20.33979	2.633551e+07	0.999752	0.999937	1.00006	1.00025	4.620547
94760	-1263.835	-1245.167	-18.66774	6.830262e+07	0.999846	0.999961	1.00004	1.00015	4.453342
94770	-1268.589	-1241.8	-26.78919	7.791926e+07	0.999856	0.999963	1.00004	1.00014	5.265487
94780	-1259.347	-1242.529	-16.81866	6.371719e+07	0.999841	0.999959	1.00004	1.00016	4.268433
94790	-1252.067	-1237.852	-14.21462	4.776823e+07	0.999816	0.999953	1.00005	1.00018	4.00803
94800	-1256.51	-1241.567	-14.94292	5.366903e+07	0.999826	0.999955	1.00004	1.00017	4.08086
94810	-1256.735	-1239.369	-17.36562	3.865982e+07	0.999796	0.999948	1.00005	1.0002	4.32313
94820	-1254.026	-1237.949	-16.07651	8.276958e+07	0.99986	0.999964	1.00004	1.00014	4.194219
94830	-1268.076	-1245.003	-23.07351	9.732231e+07	0.999871	0.999967	1.00003	1.00013	4.893919
94840	-1268.699	-1243.71	-24.98914	8.224669e+07	0.99986	0.999964	1.00004	1.00014	5.085481
94850	-1263.882	-1244.869	-19.0132	2.484005e+07	0.999745	0.999935	1.00007	1.00026	4.487887
94860	-1262.251	-1239.936	-22.31499	2.275757e+07	0.999734	0.999932	1.00007	1.00027	4.818067
94870	-1258.446	-1239.886	-18.55942	8.485251e+07	0.999861	0.999965	1.00004	1.00014	4.44251
94880	-1257.806	-1235.357	-22.44923	1244966	0.998861	0.999709	1.00029	1.00114	4.831491
94890	-1256.153	-1242.191	-13.96175	6.592798e+07	0.999844	0.99996	1.00004	1.00016	3.982742
94900	-1250.915	-1232.663	-18.25201	2.339937e+07	0.999737	0.999933	1.00007	1.00026	4.411769
94910	-1253.47	-1234.438	-19.03235	7.19174e+07	0.99985	0.999962	1.00004	1.00015	4.489803
94920	-1262.558	-1245.305	-17.25253	3.8656e+07	0.999796	0.999947	1.00005	1.0002	4.311821
94930	-1257.309	-1239.387	-17.92187	4135626	0.999375	0.99984	1.00016	1.00063	4.378755
94940	-1253.664	-1234.051	-19.61301	6783928	0.999512	0.999875	1.00012	1.00049	4.547869
94950	-1254.578	-1233.241	-21.33672	9.161571e+07	0.999867	0.999966	1.00003	1.00013	4.72024
94960	-1266.133	-1246.729	-19.40402	7.011049e+07	0.999848	0.999962	1.00004	1.00015	4.52697
94970	-1260.031	-1239.424	-20.60703	2.66964e+07	0.999754	0.999937	1.00006	1.00025	4.647271
94980	-1279.44	-1250.968	-28.47149	2425163	0.999184	0.999791	1.00021	1.00082	5.433717
94990	-1250.763	-1228.958	-21.80516	4.427288e+07	0.999809	0.999951	1.00005	1.00019	4.767084
95000	-1261.171	-1240.753	-20.41789	5.996875e+07	0.999836	0.999958	1.00004	1.00016	4.628357
95010	-1253.31	-1234.081	-19.22847	9.732588e+07	0.999871	0.999967	1.00003	1.00013	4.509414
95020	-1259.349	-1238.445	-20.90429	2.625074e+07	0.999752	0.999937	1.00006	1.00025	4.676996
95030	-1262.35	-1240.274	-22.07518	6076538	0.999484	0.999868	1.00013	1.00052	4.794086
95040	-1267.871	-1246.934	-20.93735	4.077206e+07	0.999801	0.999949	1.00005	1.0002	4.680303
95050	-1284.031	-1258.889	-25.14232	1.912956e+07	0.999709	0.999926	1.00007	1.00029	5.1008
95060	-1262.618	-1240.274	-22.34376	2.674455e+07	0.999754	0.999937	1.00006	1.00025	4.820944
95070	-1260.626	-1239.993	-20.63302	6.135745e+07	0.999837	0.999959	1.00004	1.00016	4.649869
95080	-1267.465	-1242.337	-25.1276	3.17149e+07	0.999774	0.999942	1.00006	1.00023	5.099328
95090	-1268.53	-1243.106	-25.42431	2.912801e+07	0.999764	0.99994	1.00006	1.00024	5.128999
95100	-1259.208	-1239.488	-19.71987	5.743932e+07	0.999832	0.999957	1.00004	1.00017	4.558554
95110	-1255.423	-1235.145	-20.27804	7.975852e+07	0.999858	0.999964	1.00004	1.00014	4.614371
95120	-1264.716	-1240.214	-24.50149	5.677312e+07	0.999831	0.999957	1.00004	1.00017	5.036717
95130	-1259.239	-1240.537	-18.70254	4.334174e+07	0.999807	0.999951	1.00005	1.00019	4.456822
95140	-1265.056	-1245.282	-19.77397	5.611429e+07	0.99983	0.999956	1.00004	1.00017	4.563965
95150	-1281.643	-1255.406	-26.23677	8.09142e+07	0.999859	0.999964	1.00004	1.00014	5.210245
95160	-1261.649	-1238.129	-23.51993	2.648685e+07	0.999753	0.999937	1.00006	1.00025	4.938561
95170	-1264.469	-1241.078	-23.39051	8.087705e+07	0.999859	0.999965	1.00003	1.00014	4.925619
95180	-1255.705	-1237.924	-17.78156	8.087705e+07	0.999859	0.999965	1.00003	1.00014	4.364724
95190	-1252.018	-1230.61	-21.40806	4.721366e+07	0.999815	0.999953	1.00005	1.00019	4.727374
95200	-1251.698	-1234.569	-17.129	2.956054e+07	0.999766	0.99994	1.00006	1.00023	4.299468
95210	-1268.049	-1242.432	-25.61702	5.574704e+07	0.99983	0.999957	1.00004	1.00017	5.14827
95220	-1255.876	-1236.679	-19.19732	6.646139e+07	0.999844	0.999961	1.00004	1.00016	4.5063
95230	-1253.85	-1233.648	-20.20283	2840902	0.999246	0.999807	1.00019	1.00075	4.606851
95240	-1258.167	-1236.125	-22.04178	4.385119e+07	0.999808	0.999951	1.00005	1.00019	4.790745
95250	-1255.093	-1230.971	-24.12182	6.566577e+07	0.999843	0.99996	1.00004	1.00016	4.99875
95260	-1250.528	-1228.973	-21.55489	9190012	0.999581	0.999893	1.00011	1.00042	4.742057
95270	-1262.18	-1244.85	-17.32978	1.89673e+07	0.999708	0.999925	1.00007	1.00029	4.319545
95280	-1264.783	-1243.703	-21.08026	8.598625e+07	0.999863	0.999964	1.00004	1.00014	4.694593
95290	-1260.624	-1236.062	-24.56188	9.530849e+07	0.999869	0.999967	1.00003	1.00013	5.042756
95300	-1256.598	-1237.339	-19.25879	7.221805e+07	0.99985	0.999962	1.00004	1.00015	4.512447
95310	-1258.963	-1241.549	-17.41328	9.321195e+07	0.999869	0.999966	1.00003	1.00013	4.327896
95320	-1266.377	-1245	-21.37657	4.708551e+07	0.999815	0.999953	1.00005	1.00019	4.724225
95330	-1268.962	-1243.226	-25.73598	9.562258e+07	0.99987	0.999966	1.00003	1.00013	5.160166
95340	-1268.446	-1245.848	-22.59814	9.181362e+07	0.999867	0.999966	1.00003	1.00013	4.846381
95350	-1260.209	-1237.614	-22.59505	6.17998e+07	0.999838	0.999958	1.00004	1.00016	4.846072
95360	-1253.795	-1237.958	-15.83713	3.416561e+07	0.999783	0.999944	1.00006	1.00022	4.170281
95370	-1267.324	-1250.829	-16.49551	2.125312e+07	0.999724	0.999929	1.00007	1.00028	4.236118
95380	-1259.742	-1240.977	-18.76482	4.007016e+07	0.999799	0.999949	1.00005	1.0002	4.46305
95390	-1254.394	-1236.82	-17.57418	2.506567e+07	0.999746	0.999935	1.00006	1.00025	4.343986
95400	-1259.336	-1237.454	-21.88245	7.604016e+07	0.999854	0.999963	1.00004	1.00015	4.774813
95410	-1266.45	-1250.6	-15.84963	4.969551e+07	0.99982	0.999954	1.00005	1.00018	4.17153
95420	-1261.132	-1240.547	-20.58505	2.613153e+07	0.999751	0.999936	1.00006	1.00025	4.645073
95430	-1257.4	-1241.067	-16.33349	7.062475e+07	0.999849	0.999961	1.00004	1.00015	4.219917
95440	-1252.432	-1233.769	-18.66215	5.42975e+07	0.999828	0.999956	1.00004	1.00017	4.452783
95450	-1264.015	-1241.914	-22.10132	8.672726e+07	0.999864	0.999964	1.00004	1.00014	4.796699
95460	-1266.989	-1246.087	-20.90122	7.594087e+07	0.999854	0.999962	1.00004	1.00015	4.67669
95470	-1273.165	-1248.896	-24.26927	6.231113e+07	0.999839	0.999959	1.00004	1.00016	5.013495
95480	-1253.804	-1236.544	-17.26035	3.13351e+07	0.999773	0.999942	1.00006	1.00023	4.312602
95490	-1257.819	-1241.785	-16.03392	7.382773e+07	0.999852	0.999962	1.00004	1.00015	4.18996
95500	-1250.067	-1234.854	-15.21388	8.476392e+07	0.999862	0.999965	1.00003	1.00014	4.107955
95510	-1261.122	-1240.448	-20.67417	3.635416e+07	0.999789	0.999946	1.00005	1.00021	4.653984
95520	-1263.553	-1242.602	-20.95129	8.837003e+07	0.999865	0.999965	1.00003	1.00014	4.681696
95530	-1265.112	-1248.023	-17.0892	6.507276e+07	0.999843	0.99996	1.00004	1.00016	4.295488
95540	-1260.955	-1240.375	-20.57998	3740828	0.999343	0.999832	1.00017	1.00066	4.644566
95550	-1255.954	-1235.491	-20.46317	9.973883e+07	0.999872	0.999967	1.00003	1.00013	4.632885
95560	-1259.523	-1244.261	-15.26202	4.38711e+07	0.999808	0.999951	1.00005	1.00019	4.11277
95570	-1261.546	-1238.358	-23.18792	7.340285e+07	0.999851	0.999962	1.00004	1.00015	4.90536
95580	-1262.923	-1239.651	-23.27257	5.325358e+07	0.999826	0.999955	1.00004	1.00017	4.913825
95590	-1261.159	-1241.185	-19.97382	8.33609e+07	0.999861	0.999965	1.00004	1.00014	4.58395
95600	-1260.366	-1245.262	-15.10464	1.064564e+07	0.99961	0.9999	1.0001	1.00039	4.097031
95610	-1264.063	-1241.719	-22.34349	1.56729e+07	0.999679	0.999918	1.00008	1.00032	4.820917
95620	-1262.602	-1240.924	-21.67865	3.794324e+07	0.999794	0.999947	1.00005	1.00021	4.754433
95630	-1259.347	-1245.524	-13.82322	5.108427e+07	0.999822	0.999954	1.00005	1.00018	3.96889
95640	-1255.081	-1241.599	-13.48106	5.820298e+07	0.999833	0.999958	1.00004	1.00017	3.934674
95650	-1260.855	-1242.912	-17.94278	5.478681e+07	0.999828	0.999956	1.00004	1.00017	4.380846
95660	-1260.117	-1238.346	-21.77046	2.158223e+07	0.999726	0.99993	1.00007	1.00027	4.763613
95670	-1262.262	-1239.751	-22.51129	9.924354e+07	0.999872	0.999967	1.00003	1.00013	4.837696
95680	-1261.302	-1238.767	-22.53413	8.334658e+07	0.999861	0.999964	1.00003	1.00014	4.839981
95690	-1272.866	-1242.472	-30.39386	9.904228e+07	0.999873	0.999968	1.00003	1.00013	5.625954
95700	-1261.263	-1239.885	-21.37861	9.762888e+07	0.999871	0.999968	1.00003	1.00013	4.724429
95710	-1272.583	-1245.232	-27.35092	4.331036e+07	0.999807	0.999951	1.00005	1.00019	5.32166
95720	-1269.873	-1247.679	-22.19365	1.604467e+07	0.999683	0.999919	1.00008	1.00032	4.805932
95730	-1256.709	-1237.021	-19.68834	6.783469e+07	0.999846	0.99996	1.00004	1.00015	4.555402
95740	-1256.785	-1241.656	-15.12878	9.562145e+07	0.99987	0.999967	1.00003	1.00013	4.099446
95750	-1245.987	-1228.406	-17.58114	7.394759e+07	0.999852	0.999962	1.00004	1.00015	4.344682
95760	-1257.846	-1237.399	-20.44691	8.471299e+07	0.999862	0.999965	1.00003	1.00014	4.631259
95770	-1257.81	-1235.283	-22.52738	5.957962e+07	0.999835	0.999958	1.00004	1.00016	4.839305
95780	-1255.444	-1238.01	-17.43403	4.388799e+07	0.999808	0.999951	1.00005	1.00019	4.32997
95790	-1258.564	-1237.796	-20.76834	4.946874e+07	0.999819	0.999953	1.00005	1.00018	4.663402
95800	-1254.301	-1235.534	-18.76636	2.965065e+07	0.999767	0.99994	1.00006	1.00023	4.463203
95810	-1259.343	-1239.065	-20.2783	3.849183e+07	0.999795	0.999948	1.00005	1.0002	4.614397
95820	-1258.668	-1235.26	-23.40803	7.934813e+07	0.999858	0.999963	1.00004	1.00014	4.92737
95830	-1266.847	-1246.294	-20.55276	1.921263e+07	0.99971	0.999926	1.00007	1.00029	4.641844
95840	-1249.395	-1227.889	-21.50637	8.944766e+07	0.999866	0.999966	1.00003	1.00013	4.737205
95850	-1259.585	-1239.178	-20.40648	3.398703e+07	0.999782	0.999944	1.00006	1.00022	4.627215
95860	-1262.719	-1238.395	-24.32375	2.795252e+07	0.99976	0.999939	1.00006	1.00024	5.018942
95870	-1251.209	-1234.557	-16.65201	5.336424e+07	0.999826	0.999955	1.00004	1.00017	4.251769
95880	-1259.566	-1236.897	-22.66943	4.580449e+07	0.999812	0.999952	1.00005	1.00019	4.853511
95890	-1248.312	-1231.682	-16.62992	6.256552e+07	0.999839	0.999959	1.00004	1.00016	4.24956
95900	-1259.264	-1236.706	-22.55875	6.297552e+07	0.99984	0.999959	1.00004	1.00016	4.842442
95910	-1261.28	-1234.695	-26.58583	5.604581e+07	0.99983	0.999957	1.00004	1.00017	5.245151
95920	-1270.641	-1246	-24.64081	7.262218e+07	0.999851	0.999961	1.00004	1.00015	5.050648
95930	-1258.317	-1241.03	-17.28687	7.09699e+07	0.999849	0.999962	1.00004	1.00015	4.315254
95940	-1261.588	-1241.611	-19.97724	8.843438e+07	0.999865	0.999966	1.00003	1.00014	4.584292
95950	-1257.661	-1240.472	-17.18946	1.604171e+07	0.999683	0.999919	1.00008	1.00032	4.305514
95960	-1260.51	-1240.046	-20.46429	6473113	0.9995	0.999872	1.00013	1.0005	4.632996
95970	-1261.792	-1245.264	-16.52774	6525334	0.999502	0.999873	1.00013	1.0005	4.239342
95980	-1266.075	-1245.332	-20.74309	4.305941e+07	0.999806	0.999951	1.00005	1.00019	4.660877
95990	-1255.243	-1235.286	-19.9569	2.863864e+07	0.999762	0.999939	1.00006	1.00024	4.582258
96000	-1256.448	-1233.37	-23.07837	3.25523e+07	0.999777	0.999943	1.00006	1.00022	4.894404
96010	-1261.711	-1238.67	-23.04098	3.309961e+07	0.999779	0.999944	1.00006	1.00022	4.890666
96020	-1261.883	-1240.497	-21.38594	7.841451e+07	0.999856	0.999964	1.00004	1.00014	4.725161
96030	-1257.276	-1240.77	-16.50618	8.492224e+07	0.999862	0.999965	1.00003	1.00014	4.237186
96040	-1256.963	-1238.611	-18.35187	8.760166e+07	0.999864	0.999965	1.00003	1.00014	4.421755
96050	-1265.255	-1249.378	-15.87738	8.917878e+07	0.999865	0.999966	1.00003	1.00013	4.174306
96060	-1262.551	-1240.297	-22.25379	9.362972e+07	0.999868	0.999966	1.00003	1.00013	4.811947
96070	-1252.718	-1232.801	-19.91694	9.752164e+07	0.999872	0.999967	1.00003	1.00013	4.578262
96080	-1275.241	-1258.648	-16.59311	8.590506e+07	0.999863	0.999965	1.00004	1.00014	4.245879
96090	-1265.688	-1244.782	-20.9064	2.949535e+07	0.999766	0.99994	1.00006	1.00023	4.677207
96100	-1260.94	-1240.407	-20.53247	5.132017e+07	0.999823	0.999955	1.00005	1.00018	4.639815
96110	-1257.185	-1238.535	-18.65007	1.340885e+07	0.999653	0.999911	1.00009	1.00035	4.451575
96120	-1260.215	-1234.291	-25.9243	1.499549e+07	0.999672	0.999916	1.00008	1.00033	5.178998
96130	-1262.91	-1245.208	-17.70207	7.133993e+07	0.99985	0.999962	1.00004	1.00015	4.356775
96140	-1261.547	-1236.94	-24.60653	7.982603e+07	0.999857	0.999963	1.00004	1.00014	5.047221
96150	-1255.18	-1236.542	-18.63771	2.10099e+07	0.999723	0.999929	1.00007	1.00028	4.450339
96160	-1248.011	-1233.765	-14.24593	9.669338e+07	0.999871	0.999968	1.00003	1.00013	4.01116
96170	-1258.169	-1242.011	-16.15758	9.291275e+07	0.999868	0.999966	1.00003	1.00013	4.202325
96180	-1252.75	-1234.649	-18.10109	1.503026e+07	0.999672	0.999916	1.00008	1.00033	4.396677
96190	-1258.115	-1236.542	-21.57254	3.328729e+07	0.99978	0.999944	1.00006	1.00022	4.743822
96200	-1264.453	-1244.735	-19.71738	9.875286e+07	0.999872	0.999968	1.00003	1.00013	4.558306
96210	-1265.626	-1245.568	-20.05772	9.538585e+07	0.99987	0.999966	1.00003	1.00013	4.59234
96220	-1261.86	-1242.882	-18.97858	3.816043e+07	0.999794	0.999947	1.00005	1.00021	4.484426
96230	-1251.045	-1233.723	-17.32234	9.856856e+07	0.999872	0.999968	1.00003	1.00013	4.318801
96240	-1269.17	-1244.516	-24.65398	8.774442e+07	0.999865	0.999965	1.00004	1.00014	5.051965
96250	-1256.35	-1237.38	-18.97009	1.714022e+07	0.999693	0.999921	1.00008	1.00031	4.483576
96260	-1249.671	-1230.619	-19.05254	1.959481e+07	0.999713	0.999927	1.00007	1.00029	4.491822
96270	-1248.518	-1232.615	-15.90266	1.016124e+07	0.999601	0.999898	1.0001	1.0004	4.176834
96280	-1266.07	-1242.287	-23.78386	3501695	0.999321	0.999826	1.00017	1.00068	4.964954
96290	-1258.112	-1236.003	-22.1088	7056771	0.999522	0.999878	1.00012	1.00048	4.797448
96300	-1259.316	-1242.348	-16.96839	8.271931e+07	0.99986	0.999965	1.00003	1.00014	4.283406
96310	-1275.853	-1249.708	-26.14459	4.07875e+07	0.999801	0.999949	1.00005	1.0002	5.201027
96320	-1268.567	-1239.622	-28.94563	8689186	0.999569	0.99989	1.00011	1.00043	5.481131
96330	-1254.951	-1233.034	-21.91757	4.043603e+07	0.9998	0.999949	1.00005	1.0002	4.778325
96340	-1253.25	-1232.119	-21.13088	6.876729e+07	0.999847	0.999961	1.00004	1.00015	4.699655
96350	-1263.05	-1242.699	-20.35147	2.542075e+07	0.999748	0.999936	1.00006	1.00025	4.621714
96360	-1261.092	-1237.853	-23.23908	7.017269e+07	0.999849	0.999961	1.00004	1.00015	4.910475
96370	-1260.349	-1236.678	-23.67088	4015310	0.999366	0.999838	1.00016	1.00063	4.953656
96380	-1272.304	-1247.281	-25.02302	2.921975e+07	0.999765	0.99994	1.00006	1.00024	5.08887
96390	-1264.621	-1249.603	-15.01795	8.212256e+07	0.99986	0.999964	1.00004	1.00014	4.088362
96400	-1260.746	-1237.996	-22.75068	7.736447e+07	0.999855	0.999963	1.00004	1.00014	4.861636
96410	-1259.616	-1237.229	-22.38676	9.837442e+07	0.999872	0.999967	1.00003	1.00013	4.825244
96420	-1245.945	-1227.514	-18.431	6.993015e+07	0.999848	0.999961	1.00004	1.00015	4.429668
96430	-1250.187	-1229.726	-20.46056	8.299198e+07	0.999861	0.999965	1.00003	1.00014	4.632623
96440	-1257.496	-1242.103	-15.3929	3.797499e+07	0.999794	0.999947	1.00005	1.00021	4.125858
96450	-1259.264	-1241.392	-17.87207	5.513823e+07	0.999829	0.999956	1.00004	1.00017	4.373775
96460	-1267.213	-1243.646	-23.56619	1.445621e+07	0.999666	0.999915	1.00009	1.00033	4.943187
96470	-1255.858	-1236.339	-19.51851	4.500701e+07	0.99981	0.999952	1.00005	1.00019	4.538418
96480	-1261.296	-1238.965	-22.3304	1.813024e+07	0.999701	0.999924	1.00008	1.0003	4.819607
96490	-1262.124	-1235.122	-27.00261	5803470	0.999472	0.999865	1.00013	1.00053	5.286829
96500	-1256.657	-1237.505	-19.1519	7.405286e+07	0.999852	0.999962	1.00004	1.00015	4.501757
96510	-1257.74	-1236.802	-20.93784	2.909019e+07	0.999764	0.99994	1.00006	1.00024	4.680352
96520	-1265.331	-1241.434	-23.89753	8.546936e+07	0.999862	0.999964	1.00004	1.00014	4.97632
96530	-1259.098	-1236.678	-22.4193	9.497229e+07	0.999869	0.999966	1.00003	1.00013	4.828498
96540	-1256.186	-1233.188	-22.99762	5.803986e+07	0.999833	0.999957	1.00004	1.00017	4.88633
96550	-1264.575	-1241.369	-23.20618	6.842074e+07	0.999846	0.99996	1.00004	1.00015	4.907185
96560	-1261.184	-1241.855	-19.32841	3.72279e+07	0.999792	0.999947	1.00005	1.00021	4.519409
96570	-1270.989	-1254.109	-16.87995	1.633125e+07	0.999686	0.999919	1.00008	1.00031	4.274562
96580	-1255.946	-1238.916	-17.03027	8.912452e+07	0.999866	0.999966	1.00003	1.00014	4.289594
