Iteration	Posterior	Likelihood	Prior	alpha_morpho	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
62880	-1260.385	-1241.367	-19.01801	8.975945e+07	0.999866	0.999965	1.00003	1.00013	4.488368
62890	-1273.988	-1248.457	-25.53096	1.108725e+07	0.999618	0.999903	1.0001	1.00038	5.139664
62900	-1270.838	-1249.084	-21.75427	6.879147e+07	0.999847	0.999961	1.00004	1.00015	4.761995
62910	-1269.056	-1252.701	-16.35455	6775229	0.999512	0.999875	1.00012	1.00049	4.222023
62920	-1261.824	-1246.31	-15.51358	3.35949e+07	0.999781	0.999944	1.00006	1.00022	4.137926
62930	-1258.648	-1240.263	-18.38471	7.126223e+07	0.999849	0.999962	1.00004	1.00015	4.425039
62940	-1264.53	-1243.673	-20.85618	7.98622e+07	0.999858	0.999963	1.00004	1.00014	4.672185
62950	-1258.994	-1242.48	-16.51376	8.868562e+07	0.999865	0.999966	1.00003	1.00013	4.237943
62960	-1265.017	-1248.221	-16.79631	1.971441e+07	0.999714	0.999927	1.00007	1.00029	4.266198
62970	-1273.463	-1253.806	-19.65714	2.780729e+07	0.999759	0.999938	1.00006	1.00024	4.552281
62980	-1267.093	-1246.147	-20.94568	4.498529e+07	0.999811	0.999951	1.00005	1.00019	4.681135
62990	-1264.384	-1240.384	-24.0006	2.447858e+07	0.999743	0.999935	1.00007	1.00026	4.986627
63000	-1271.663	-1244.431	-27.23217	971684.1	0.998711	0.99967	1.00033	1.00129	5.309785
63010	-1263.645	-1241.04	-22.60448	9.278275e+07	0.999869	0.999967	1.00003	1.00013	4.847015
63020	-1253.729	-1234.458	-19.27012	1063271	0.998768	0.999685	1.00031	1.00123	4.51358
63030	-1257.557	-1238.979	-18.57883	7.248032e+07	0.999851	0.999961	1.00004	1.00015	4.44445
63040	-1263.797	-1242.151	-21.64645	3.3211e+07	0.999779	0.999944	1.00006	1.00022	4.751213
63050	-1255.604	-1232.022	-23.58193	5685526	0.999467	0.999864	1.00014	1.00053	4.944761
63060	-1253.8	-1234.119	-19.68037	5.194526e+07	0.999824	0.999955	1.00004	1.00018	4.554605
63070	-1250.405	-1230.286	-20.11894	1.226089e+07	0.999637	0.999907	1.00009	1.00036	4.598462
63080	-1256.658	-1235.772	-20.88605	5.536256e+07	0.999829	0.999956	1.00004	1.00017	4.675173
63090	-1261.111	-1240.746	-20.36578	7.297954e+07	0.999851	0.999961	1.00004	1.00015	4.623146
63100	-1267.099	-1240.69	-26.40926	7.765583e+07	0.999856	0.999963	1.00004	1.00014	5.227494
63110	-1256.667	-1240.971	-15.69593	7.579302e+07	0.999854	0.999963	1.00004	1.00015	4.156161
63120	-1268.757	-1246.424	-22.33342	6.410483e+07	0.999841	0.999959	1.00004	1.00016	4.81991
63130	-1263.082	-1239.299	-23.78285	5.65516e+07	0.999831	0.999957	1.00004	1.00017	4.964853
63140	-1266.902	-1241.106	-25.79529	6.376208e+07	0.999841	0.999959	1.00004	1.00016	5.166096
63150	-1268.686	-1243.698	-24.98777	2.843138e+07	0.999762	0.999939	1.00006	1.00024	5.085345
63160	-1262.85	-1243.542	-19.30816	8.611889e+07	0.999863	0.999966	1.00003	1.00014	4.517383
63170	-1260.143	-1238.341	-21.8017	7.913658e+07	0.999857	0.999963	1.00004	1.00014	4.766737
63180	-1259.16	-1237.15	-22.00993	1.249102e+07	0.99964	0.999908	1.00009	1.00036	4.787561
63190	-1251.018	-1234.564	-16.45362	8.006581e+07	0.999858	0.999963	1.00004	1.00014	4.23193
63200	-1254.044	-1234.071	-19.97331	2.931232e+07	0.999765	0.99994	1.00006	1.00023	4.583899
63210	-1248.522	-1230.152	-18.36936	6.459666e+07	0.999842	0.999959	1.00004	1.00016	4.423504
63220	-1258.344	-1241.009	-17.33518	2.714174e+07	0.999756	0.999938	1.00006	1.00024	4.320085
63230	-1268.85	-1248.126	-20.72391	4.169058e+07	0.999803	0.99995	1.00005	1.0002	4.658959
63240	-1262.059	-1242.937	-19.12179	9.433391e+07	0.99987	0.999966	1.00003	1.00013	4.498747
63250	-1250.479	-1232.126	-18.35333	9.948672e+07	0.999872	0.999968	1.00003	1.00013	4.421901
63260	-1252.157	-1234.158	-17.99837	1.047112e+07	0.999607	0.9999	1.0001	1.00039	4.386405
63270	-1258.067	-1239.216	-18.8502	8608642	0.999567	0.999889	1.00011	1.00043	4.471588
63280	-1261.976	-1242.805	-19.17139	9.097972e+07	0.999867	0.999966	1.00003	1.00013	4.503707
63290	-1249.506	-1233.402	-16.10342	1742847	0.999037	0.999754	1.00025	1.00096	4.19691
63300	-1261.687	-1241.16	-20.52636	1.514146e+07	0.999673	0.999916	1.00008	1.00033	4.639203
63310	-1251.302	-1232.525	-18.77654	5.482804e+07	0.999829	0.999956	1.00004	1.00017	4.464222
63320	-1265.055	-1242.644	-22.41183	5.91681e+07	0.999835	0.999957	1.00004	1.00017	4.827751
63330	-1258.616	-1238.193	-20.42253	4.651779e+07	0.999814	0.999952	1.00005	1.00019	4.628821
63340	-1262.747	-1240.193	-22.55399	1.889296e+07	0.999708	0.999925	1.00007	1.00029	4.841967
63350	-1253.991	-1232.931	-21.05962	2.950978e+07	0.999766	0.99994	1.00006	1.00023	4.69253
63360	-1264.578	-1242.941	-21.63658	4.8992e+07	0.999818	0.999954	1.00005	1.00018	4.750226
63370	-1253.22	-1234.674	-18.54618	8.571502e+07	0.999863	0.999965	1.00003	1.00014	4.441185
63380	-1261.822	-1240.775	-21.04692	4.061966e+07	0.9998	0.999949	1.00005	1.0002	4.691259
63390	-1264.298	-1239.759	-24.53878	4.071391e+07	0.999801	0.99995	1.00005	1.0002	5.040446
63400	-1260.625	-1240.94	-19.68477	7.694523e+07	0.999855	0.999963	1.00004	1.00014	4.555045
63410	-1271.168	-1242.483	-28.68555	9.502738e+07	0.999869	0.999967	1.00003	1.00013	5.455122
63420	-1254.458	-1232.589	-21.86884	7.485606e+07	0.999853	0.999963	1.00004	1.00015	4.773451
63430	-1256.068	-1235.536	-20.53156	6.081405e+07	0.999837	0.999958	1.00004	1.00016	4.639724
63440	-1261.077	-1240.091	-20.98648	2.289737e+07	0.999734	0.999932	1.00007	1.00027	4.685216
63450	-1252.441	-1233.787	-18.65426	2.548345e+07	0.999748	0.999936	1.00006	1.00025	4.451994
63460	-1263.131	-1240.568	-22.56305	4.574516e+07	0.999812	0.999952	1.00005	1.00019	4.842873
63470	-1252.631	-1237.267	-15.36326	5.70131e+07	0.999832	0.999957	1.00004	1.00017	4.122894
63480	-1263.353	-1243.651	-19.70239	7.146422e+07	0.99985	0.999961	1.00004	1.00015	4.556806
63490	-1257.325	-1234.958	-22.36684	2.067529e+07	0.99972	0.999929	1.00007	1.00028	4.823252
63500	-1256.665	-1236.596	-20.06959	4.994775e+07	0.99982	0.999954	1.00005	1.00018	4.593527
63510	-1267.962	-1242.844	-25.11865	6.818271e+07	0.999846	0.999961	1.00004	1.00015	5.098433
63520	-1258.276	-1237.833	-20.44303	1.085115e+07	0.999614	0.999901	1.0001	1.00039	4.630871
63530	-1261.339	-1239.231	-22.10765	2.920109e+07	0.999765	0.99994	1.00006	1.00024	4.797333
63540	-1265.2	-1243.739	-21.4608	8.666579e+07	0.999863	0.999966	1.00003	1.00014	4.732648
63550	-1249.366	-1228.335	-21.03058	5403733	0.999453	0.99986	1.00014	1.00055	4.689625
63560	-1248.49	-1229.389	-19.10103	2.4307e+07	0.999742	0.999934	1.00007	1.00026	4.49667
63570	-1248.403	-1232.641	-15.76229	1.334766e+07	0.999652	0.999911	1.00009	1.00035	4.162797
63580	-1250.423	-1233.061	-17.3618	8.662169e+07	0.999863	0.999965	1.00003	1.00014	4.322748
63590	-1253.491	-1238.038	-15.45322	5.066858e+07	0.999822	0.999954	1.00005	1.00018	4.13189
63600	-1267.165	-1245.023	-22.14224	5.334788e+07	0.999826	0.999955	1.00004	1.00017	4.800791
63610	-1254.917	-1238.254	-16.66282	5.16631e+07	0.999823	0.999955	1.00005	1.00018	4.25285
63620	-1261.899	-1244.204	-17.69563	7358705	0.999531	0.99988	1.00012	1.00047	4.356131
63630	-1260.082	-1241.018	-19.06317	2.452133e+07	0.999743	0.999934	1.00007	1.00026	4.492884
63640	-1260.245	-1237.605	-22.63932	4.808727e+07	0.999817	0.999953	1.00005	1.00018	4.8505
63650	-1260.992	-1240.703	-20.28888	7.988486e+07	0.999857	0.999964	1.00004	1.00014	4.615456
63660	-1259.773	-1244.18	-15.59377	4667827	0.999412	0.99985	1.00015	1.00059	4.145945
63670	-1264.823	-1244.202	-20.62126	2.126355e+07	0.999724	0.99993	1.00007	1.00028	4.648694
63680	-1255.747	-1236.133	-19.61376	5.936994e+07	0.999835	0.999958	1.00004	1.00016	4.547944
63690	-1252.148	-1238.212	-13.93632	7966189	0.99955	0.999885	1.00011	1.00045	3.9802
63700	-1259.481	-1241.462	-18.01841	3939000	0.99936	0.999836	1.00016	1.00064	4.388409
63710	-1270.896	-1251.362	-19.53358	8.104077e+07	0.999858	0.999964	1.00004	1.00014	4.539926
63720	-1248.135	-1231.681	-16.4537	9.486119e+07	0.999869	0.999967	1.00003	1.00013	4.231937
63730	-1257.219	-1238.914	-18.30533	2.425203e+07	0.999742	0.999934	1.00007	1.00026	4.417101
63740	-1261.384	-1242.715	-18.66863	3.789761e+07	0.999794	0.999947	1.00005	1.00021	4.453431
63750	-1257.081	-1240.421	-16.66033	3.139983e+07	0.999773	0.999942	1.00006	1.00023	4.252601
63760	-1252.802	-1239.338	-13.46333	5.857371e+07	0.999834	0.999958	1.00004	1.00017	3.9329
63770	-1251.991	-1233.332	-18.65906	6.558873e+07	0.999843	0.99996	1.00004	1.00016	4.452474
63780	-1256.13	-1235.421	-20.70841	4.345177e+07	0.999807	0.999951	1.00005	1.00019	4.657409
63790	-1259.27	-1241.258	-18.0119	9.889436e+07	0.999872	0.999967	1.00003	1.00013	4.387758
63800	-1253.195	-1237.303	-15.89187	8516411	0.999564	0.999889	1.00011	1.00044	4.175754
63810	-1265.278	-1247.165	-18.11353	3.29875e+07	0.999779	0.999944	1.00006	1.00022	4.397921
63820	-1254.883	-1236.196	-18.68723	7.408816e+07	0.999853	0.999962	1.00004	1.00015	4.45529
63830	-1265.121	-1242.317	-22.8042	2.41281e+07	0.999741	0.999934	1.00007	1.00026	4.866987
63840	-1254.656	-1238.415	-16.24141	2.817949e+07	0.999761	0.999939	1.00006	1.00024	4.210709
63850	-1256.817	-1239.595	-17.22267	5.489705e+07	0.999829	0.999956	1.00004	1.00017	4.308834
63860	-1253.489	-1236.087	-17.40278	3462812	0.999317	0.999825	1.00017	1.00068	4.326846
63870	-1253.599	-1235.821	-17.77805	7.112813e+07	0.999849	0.999962	1.00004	1.00015	4.364372
63880	-1270.287	-1249.767	-20.51945	4.994336e+07	0.99982	0.999954	1.00005	1.00018	4.638513
63890	-1255.547	-1240.276	-15.2709	6.772955e+07	0.999845	0.999961	1.00004	1.00015	4.113658
63900	-1254.538	-1232.447	-22.09067	5165088	0.999441	0.999857	1.00014	1.00056	4.795635
63910	-1260.985	-1235.855	-25.12945	3.329258e+07	0.99978	0.999944	1.00006	1.00022	5.099512
63920	-1251.746	-1228.184	-23.56188	6.581133e+07	0.999843	0.99996	1.00004	1.00016	4.942756
63930	-1259.645	-1242.138	-17.50763	4.282792e+07	0.999806	0.99995	1.00005	1.00019	4.33733
63940	-1254.307	-1233.122	-21.1856	1.704972e+07	0.999692	0.999921	1.00008	1.00031	4.705128
63950	-1256.285	-1239.25	-17.0351	8.505198e+07	0.999862	0.999965	1.00004	1.00014	4.290078
63960	-1257.836	-1236.694	-21.14175	4.297888e+07	0.999806	0.99995	1.00005	1.00019	4.700743
63970	-1262.056	-1243.81	-18.2458	8.803538e+07	0.999865	0.999965	1.00003	1.00014	4.411148
63980	-1271.926	-1257.653	-14.27209	6.383486e+07	0.999841	0.999959	1.00004	1.00016	4.013777
63990	-1267.545	-1243.957	-23.58883	4.941847e+07	0.999819	0.999954	1.00005	1.00018	4.94545
64000	-1268.325	-1247.993	-20.33137	4.795697e+07	0.999817	0.999953	1.00005	1.00018	4.619705
64010	-1261.09	-1241.933	-19.15687	202727.2	0.997178	0.999278	1.00072	1.00282	4.502255
64020	-1261.106	-1243.035	-18.07053	5.975375e+07	0.999836	0.999958	1.00004	1.00016	4.393621
64030	-1259.249	-1239.603	-19.64648	9.538902e+07	0.99987	0.999967	1.00003	1.00013	4.551216
64040	-1261.719	-1240.234	-21.4851	3.852832e+07	0.999795	0.999948	1.00005	1.0002	4.735078
64050	-1257.762	-1235.647	-22.11532	9.990465e+07	0.999872	0.999968	1.00003	1.00013	4.7981
64060	-1262.693	-1243.031	-19.66243	1.825547e+07	0.999702	0.999924	1.00008	1.0003	4.55281
64070	-1258.076	-1237.116	-20.96038	8.961802e+07	0.999865	0.999966	1.00003	1.00013	4.682606
64080	-1253.022	-1236.205	-16.81771	3445566	0.999315	0.999825	1.00017	1.00068	4.268338
64090	-1260.543	-1236.874	-23.6689	4.004872e+07	0.999799	0.999949	1.00005	1.0002	4.953458
64100	-1263.943	-1246.751	-17.19183	9.258693e+07	0.999868	0.999966	1.00003	1.00013	4.305751
64110	-1260.065	-1239.011	-21.05369	7.729611e+07	0.999856	0.999963	1.00004	1.00014	4.691937
64120	-1259.146	-1234.294	-24.85236	7.442526e+07	0.999853	0.999962	1.00004	1.00015	5.071803
64130	-1256.279	-1234.963	-21.31593	8.419665e+07	0.999861	0.999964	1.00004	1.00014	4.718161
64140	-1277.005	-1247.314	-29.69078	3.318904e+07	0.999779	0.999944	1.00006	1.00022	5.555646
64150	-1273.381	-1245.321	-28.05918	1.691447e+07	0.999691	0.999921	1.00008	1.00031	5.392486
64160	-1276.727	-1256.434	-20.29277	5.07131e+07	0.999822	0.999954	1.00005	1.00018	4.615844
64170	-1257.831	-1241.323	-16.50839	6840397	0.999514	0.999876	1.00012	1.00049	4.237406
64180	-1262.699	-1244.854	-17.84491	1.822436e+07	0.999702	0.999924	1.00008	1.0003	4.371059
64190	-1258.751	-1243.394	-15.35683	7.074316e+07	0.999849	0.999961	1.00004	1.00015	4.122251
64200	-1254.775	-1238.903	-15.87215	9.841509e+07	0.999872	0.999968	1.00003	1.00013	4.173782
64210	-1262.663	-1244.877	-17.7854	6.581835e+07	0.999844	0.99996	1.00004	1.00016	4.365108
64220	-1258.514	-1244.157	-14.35656	4.456186e+07	0.99981	0.999951	1.00005	1.00019	4.022224
64230	-1259.223	-1244.378	-14.84541	6.60255e+07	0.999843	0.99996	1.00004	1.00016	4.071109
64240	-1265.92	-1242.937	-22.98255	5.074055e+07	0.999821	0.999954	1.00005	1.00018	4.884822
64250	-1265.176	-1241.258	-23.91776	4.778983e+07	0.999816	0.999953	1.00005	1.00018	4.978343
64260	-1261.615	-1243.155	-18.45963	3.298815e+07	0.999779	0.999943	1.00006	1.00022	4.432531
64270	-1263.083	-1244.147	-18.93604	6.005922e+07	0.999836	0.999958	1.00004	1.00016	4.480171
64280	-1252.96	-1234.598	-18.36143	2.708939e+07	0.999756	0.999937	1.00006	1.00024	4.42271
64290	-1254.926	-1234.236	-20.68972	1.635905e+07	0.999686	0.99992	1.00008	1.00031	4.65554
64300	-1257.454	-1235.477	-21.97786	8.150986e+07	0.999859	0.999964	1.00004	1.00014	4.784354
64310	-1255.084	-1231.268	-23.81668	8.877408e+07	0.999865	0.999966	1.00003	1.00013	4.968236
64320	-1248.635	-1228.702	-19.93297	7.0858e+07	0.999849	0.999961	1.00004	1.00015	4.579864
64330	-1252.955	-1234.942	-18.01265	5.191486e+07	0.999824	0.999955	1.00004	1.00018	4.387833
64340	-1256.948	-1238.204	-18.74441	5.62813e+07	0.99983	0.999957	1.00004	1.00017	4.461009
64350	-1257.673	-1235.5	-22.1731	5.486844e+07	0.999828	0.999956	1.00004	1.00017	4.803878
64360	-1267.169	-1250.463	-16.7057	2.787448e+07	0.999759	0.999939	1.00006	1.00024	4.257138
64370	-1274.183	-1254.912	-19.27095	1.983319e+07	0.999715	0.999927	1.00007	1.00029	4.513663
64380	-1260.578	-1242.449	-18.12879	6.494609e+07	0.999842	0.999959	1.00004	1.00016	4.399447
64390	-1264.88	-1240.278	-24.6013	1.702274e+07	0.999692	0.999921	1.00008	1.00031	5.046698
64400	-1260.289	-1240.512	-19.7772	7.724979e+07	0.999856	0.999963	1.00004	1.00014	4.564288
64410	-1246.256	-1230.428	-15.82808	7.83187e+07	0.999857	0.999964	1.00004	1.00014	4.169376
64420	-1247.607	-1229.88	-17.72685	5.857898e+07	0.999834	0.999957	1.00004	1.00017	4.359253
64430	-1266.895	-1245.577	-21.31847	2.575452e+07	0.999749	0.999936	1.00006	1.00025	4.718415
64440	-1257.849	-1242.931	-14.91776	1.479036e+07	0.999669	0.999916	1.00008	1.00033	4.078344
64450	-1264.029	-1239.092	-24.93728	8961965	0.999575	0.999892	1.00011	1.00042	5.080296
64460	-1256.952	-1232.725	-24.22655	3.727569e+07	0.999792	0.999946	1.00005	1.00021	5.009223
64470	-1253.197	-1236.135	-17.06221	7.689126e+07	0.999855	0.999963	1.00004	1.00015	4.292789
64480	-1262.862	-1243.112	-19.74987	8.134279e+07	0.999859	0.999964	1.00004	1.00014	4.561555
64490	-1253.475	-1230.789	-22.68618	5.145639e+07	0.999823	0.999955	1.00005	1.00018	4.855186
64500	-1261.162	-1243.535	-17.62761	7.401801e+07	0.999852	0.999962	1.00004	1.00015	4.349329
64510	-1263.494	-1238.334	-25.16036	7.451303e+07	0.999853	0.999962	1.00004	1.00015	5.102604
64520	-1265.319	-1244.651	-20.6681	6.843028e+07	0.999846	0.999961	1.00004	1.00015	4.653378
64530	-1252.139	-1236.439	-15.70026	3.575814e+07	0.999788	0.999945	1.00005	1.00021	4.156594
64540	-1253.926	-1237.794	-16.13248	3.211428e+07	0.999776	0.999943	1.00006	1.00022	4.199816
64550	-1260.236	-1239.042	-21.19393	4.597675e+07	0.999813	0.999952	1.00005	1.00019	4.705961
64560	-1271.794	-1246.991	-24.80375	2.652243e+07	0.999753	0.999937	1.00006	1.00025	5.066943
64570	-1262.593	-1245.009	-17.58485	5.187525e+07	0.999823	0.999955	1.00005	1.00018	4.345052
64580	-1258.973	-1241.969	-17.00429	1.651078e+07	0.999687	0.99992	1.00008	1.00031	4.286997
64590	-1262.267	-1242.427	-19.84009	1064115	0.998768	0.999685	1.00031	1.00123	4.570577
64600	-1259.074	-1234.408	-24.66577	2.555318e+07	0.999748	0.999936	1.00006	1.00025	5.053144
64610	-1259.495	-1238.102	-21.393	9742316	0.999593	0.999896	1.0001	1.00041	4.725868
64620	-1261.422	-1239.654	-21.76857	5.040591e+07	0.999821	0.999954	1.00005	1.00018	4.763425
64630	-1258.171	-1238.688	-19.48352	9.396402e+07	0.999868	0.999966	1.00003	1.00013	4.53492
64640	-1263.394	-1241.111	-22.28274	9.727623e+07	0.999871	0.999967	1.00003	1.00013	4.814842
64650	-1259.772	-1233.725	-26.04689	6463845	0.9995	0.999872	1.00013	1.0005	5.191257
64660	-1269.653	-1250.724	-18.92941	2.007903e+07	0.999716	0.999928	1.00007	1.00028	4.479509
64670	-1262.471	-1243.938	-18.53319	8.48189e+07	0.999863	0.999965	1.00003	1.00014	4.439887
64680	-1250.248	-1227.05	-23.19851	8.420747e+07	0.999862	0.999964	1.00004	1.00014	4.906419
64690	-1264.559	-1243.044	-21.51494	7.972267e+07	0.999857	0.999964	1.00004	1.00014	4.738061
64700	-1266.347	-1247.52	-18.82695	1.229605e+07	0.999638	0.999907	1.00009	1.00036	4.469263
64710	-1268.517	-1250.805	-17.71211	6.569314e+07	0.999843	0.99996	1.00004	1.00016	4.357779
64720	-1264.011	-1243.19	-20.82084	1.785448e+07	0.999699	0.999923	1.00008	1.0003	4.668651
64730	-1254.7	-1236.47	-18.22952	1.2384e+07	0.999639	0.999908	1.00009	1.00036	4.409519
64740	-1253.932	-1230.816	-23.11606	7.72973e+07	0.999856	0.999964	1.00004	1.00014	4.898174
64750	-1263.521	-1237.146	-26.37522	5.614579e+07	0.99983	0.999956	1.00004	1.00017	5.22409
64760	-1255.567	-1234.101	-21.4652	7.394811e+07	0.999852	0.999963	1.00004	1.00015	4.733088
64770	-1249.293	-1235.181	-14.11207	7.000286e+07	0.999848	0.999961	1.00004	1.00015	3.997774
64780	-1253.97	-1234.876	-19.09398	4.402729e+07	0.999809	0.999951	1.00005	1.00019	4.495966
64790	-1254.831	-1233.969	-20.86164	9.663985e+07	0.99987	0.999967	1.00003	1.00013	4.672732
64800	-1253.855	-1234.074	-19.78071	8.003458e+07	0.999858	0.999963	1.00004	1.00014	4.564639
64810	-1261.468	-1237.69	-23.7781	6328924	0.999495	0.999871	1.00013	1.00051	4.964377
64820	-1251.176	-1230.101	-21.07527	4.857433e+07	0.999817	0.999954	1.00005	1.00018	4.694095
64830	-1250.922	-1227.783	-23.13935	3.462871e+07	0.999784	0.999945	1.00005	1.00022	4.900502
64840	-1264.18	-1248.071	-16.10912	6.298875e+07	0.99984	0.999959	1.00004	1.00016	4.197479
64850	-1260.27	-1238.553	-21.71665	5.828997e+07	0.999833	0.999957	1.00004	1.00017	4.758233
64860	-1264.706	-1239.102	-25.60383	6144428	0.999487	0.999869	1.00013	1.00051	5.146951
64870	-1272.5	-1246.52	-25.97953	3982113	0.999363	0.999837	1.00016	1.00064	5.18452
64880	-1259.34	-1237.805	-21.53483	2980553	0.999264	0.999812	1.00019	1.00074	4.740051
64890	-1256.791	-1237.191	-19.60043	8.442561e+07	0.999862	0.999965	1.00003	1.00014	4.546611
64900	-1262.308	-1240.036	-22.27162	1.819179e+07	0.999702	0.999924	1.00008	1.0003	4.81373
64910	-1251.999	-1234.309	-17.69052	8.825569e+07	0.999865	0.999966	1.00004	1.00013	4.35562
64920	-1252.379	-1235.807	-16.57239	5.776151e+07	0.999833	0.999957	1.00004	1.00017	4.243806
64930	-1266.483	-1246.753	-19.72973	1.917614e+07	0.99971	0.999926	1.00007	1.00029	4.55954
64940	-1268.321	-1248.987	-19.33374	7.992407e+07	0.999858	0.999964	1.00004	1.00014	4.519942
64950	-1260.265	-1240.466	-19.79867	1.749683e+07	0.999696	0.999922	1.00008	1.0003	4.566434
64960	-1253.572	-1238.124	-15.44853	5.57882e+07	0.99983	0.999957	1.00004	1.00017	4.131421
64970	-1253.887	-1234.855	-19.03258	7.686049e+07	0.999855	0.999963	1.00004	1.00014	4.489826
64980	-1258.448	-1237.547	-20.90032	2.751786e+07	0.999758	0.999938	1.00006	1.00024	4.6766
64990	-1258.76	-1241.173	-17.58714	7.48147e+07	0.999853	0.999963	1.00004	1.00015	4.345282
65000	-1259.901	-1238.857	-21.04386	2.937484e+07	0.999765	0.99994	1.00006	1.00023	4.690954
65010	-1256.655	-1236.36	-20.29538	4.778843e+07	0.999816	0.999953	1.00005	1.00018	4.616106
65020	-1257.291	-1235.731	-21.56073	6.837345e+07	0.999846	0.99996	1.00004	1.00015	4.74264
65030	-1262.791	-1244.318	-18.47369	2.804516e+07	0.99976	0.999938	1.00006	1.00024	4.433937
65040	-1253.603	-1234.905	-18.69849	2.86107e+07	0.999762	0.999939	1.00006	1.00024	4.456416
65050	-1261.164	-1237.26	-23.90366	5.497384e+07	0.999828	0.999956	1.00004	1.00017	4.976934
65060	-1260.708	-1236.292	-24.41583	2.386019e+07	0.99974	0.999934	1.00007	1.00026	5.02815
65070	-1261.014	-1242.776	-18.23786	8.986534e+07	0.999866	0.999966	1.00003	1.00013	4.410353
65080	-1250.66	-1234.625	-16.03474	7.448188e+07	0.999852	0.999962	1.00004	1.00015	4.190042
65090	-1263.451	-1240.323	-23.12816	9.061896e+07	0.999866	0.999965	1.00004	1.00013	4.899384
65100	-1257.217	-1241.749	-15.46826	8.656206e+07	0.999863	0.999965	1.00004	1.00014	4.133393
65110	-1254.781	-1242.044	-12.73761	7.396414e+07	0.999852	0.999962	1.00004	1.00015	3.860328
65120	-1269.969	-1251.885	-18.08338	4.940699e+07	0.999819	0.999954	1.00005	1.00018	4.394906
65130	-1252.045	-1232.022	-20.02313	6.868644e+07	0.999847	0.999961	1.00004	1.00015	4.58888
65140	-1256.357	-1238.441	-17.91606	7.640267e+07	0.999854	0.999963	1.00004	1.00015	4.378173
65150	-1259.765	-1240.668	-19.09662	9.560681e+07	0.99987	0.999967	1.00003	1.00013	4.49623
65160	-1253.441	-1238.464	-14.97677	8.149446e+07	0.999859	0.999964	1.00004	1.00014	4.084245
65170	-1249.141	-1233.765	-15.37591	8.926894e+07	0.999865	0.999966	1.00003	1.00013	4.124159
65180	-1256.934	-1236.886	-20.04845	6.744168e+07	0.999845	0.999961	1.00004	1.00015	4.591413
65190	-1248.585	-1230.342	-18.24278	8.234342e+07	0.99986	0.999964	1.00004	1.00014	4.410846
